,id,price,levy,manufacturer,model,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,car_age
9211,45798478,13172.0,639.0,FORD,Focus,Sedan,Yes,Petrol,2.0,134400.0,4.0,Tiptronic,Front,4,Left wheel,Red,8.0,10.0
9214,45804100,45210.0,877.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,123833.0,4.0,Automatic,Front,4,Left wheel,White,4.0,7.0
9217,45793621,7527.0,1282.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,77588.0,4.0,Automatic,Front,4,Left wheel,White,4.0,17.0
9224,45802232,36235.0,1091.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,109629.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,8.0
9225,45755013,16308.0,442.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,45488.0,4.0,Automatic,Front,4,Left wheel,White,12.0,7.0
9230,45532039,27598.0,639.0,VOLKSWAGEN,Tiguan,Jeep,Yes,Petrol,2.0,113000.0,12.0,Tiptronic,4x4,4,Left wheel,White,12.0,10.0
9231,45797301,36899.0,777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,105461.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,10.0
9232,45810084,28532.0,830.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,25000.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,5.0
9233,45642385,5018.0,629.0,NISSAN,Juke,Jeep,Yes,Petrol,1.6,111402.0,4.0,Automatic,4x4,4,Left wheel,Black,0.0,9.0
9234,45812756,3058.0,1051.0,HONDA,Accord,Sedan,Yes,Petrol,2.4,90043.0,4.0,Automatic,Front,4,Left wheel,White,12.0,8.0
9239,45545360,21953.0,501.0,HONDA,FIT,Sedan,Yes,Petrol,1.5,78400.0,4.0,Variator,Front,4,Left wheel,Blue,6.0,10.0
9240,45732919,14279.0,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,176247.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,9.0
9242,45758484,4234.0,753.0,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,208627.0,4.0,Automatic,Front,4,Left wheel,Black,0.0,12.0
9244,44951024,36065.0,642.0,BMW,528,Sedan,Yes,Petrol,2.0,184000.0,4.0,Tiptronic,Rear,4,Left wheel,Blue,12.0,12.0
9245,45726764,24709.0,642.0,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,86651.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,12.0
9248,45772981,8311.0,891.0,MERCEDES-BENZ,GLA 250,Jeep,Yes,Petrol,2.0,109555.0,4.0,Automatic,Front,4,Left wheel,White,0.0,8.0
9249,45730678,37611.0,730.0,SSANGYONG,Actyon,Jeep,Yes,Petrol,1.6,76553.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
9250,45730582,20297.0,707.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,110000.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,13.0
9253,45417431,14740.0,1288.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,54000.0,4.0,Tiptronic,Rear,4,Left wheel,White,6.0,17.0
9254,45792789,13328.0,761.0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,236000.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,14.0
9255,45646621,5488.0,394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,109798.0,4.0,Automatic,Front,4,Left wheel,White,12.0,10.0
9257,45732812,15257.0,836.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,147079.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,14.0
9258,45786778,31361.0,353.0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,268800.0,4.0,Variator,Front,4,Left wheel,Black,10.0,9.0
9263,45788881,23521.0,1202.0,KIA,Optima,Sedan,Yes,Petrol,2.4,30400.0,4.0,Tiptronic,Front,4,Left wheel,White,10.0,7.0
9266,45811006,37633.0,915.0,AUDI,A8,Sedan,Yes,Diesel,3.0,68006.0,6.0,Automatic,4x4,4,Left wheel,White,12.0,10.0
9267,45768791,2274.0,584.0,HONDA,Civic,Sedan,Yes,Petrol,1.8,127669.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,10.0
9269,45813220,4234.0,308.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,208702.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,10.0
9270,45802578,45542.0,639.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,55112.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,10.0
9272,45730521,19278.0,707.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,130663.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,13.0
9274,45786365,12544.0,629.0,VOLKSWAGEN,Polo,Sedan,No,Petrol,1.6,270000.0,4.0,Manual,Front,4,Left wheel,White,2.0,9.0
9276,45809145,22900.0,732.0,HONDA,FIT,Hatchback,Yes,Petrol,1.3,2635.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,6.0
9277,45804828,32578.0,639.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,131084.0,4.0,Automatic,Front,4,Left wheel,White,4.0,10.0
9278,45812803,6429.0,934.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,115858.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,9.0
9279,45757666,14583.0,1327.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,29682.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,6.0
9280,45810401,24283.0,765.0,CHEVROLET,Orlando,Jeep,Yes,LPG,2.0,109497.0,4.0,Automatic,Front,4,Left wheel,White,4.0,9.0
9282,45730457,26108.0,640.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,111307.0,4.0,Automatic,Front,4,Left wheel,White,4.0,11.0
9284,45774228,4391.0,402.0,KIA,Avella,Sedan,Yes,Hybrid,1.6,103470.0,4.0,Automatic,Front,4,Left wheel,Silver,12.0,7.0
9286,45804342,27294.0,986.0,JEEP,Compass,Jeep,Yes,Petrol,2.4,81256.0,4.0,Automatic,Front,4,Left wheel,Green,4.0,14.0
9290,45753948,18817.0,639.0,HYUNDAI,Elantra,Hatchback,No,Petrol,2.0,110000.0,4.0,Tiptronic,Front,4,Left wheel,White,6.0,10.0
9292,45543495,14740.0,639.0,FORD,Focus,Hatchback,Yes,Petrol,2.0,90000.0,4.0,Tiptronic,Front,4,Left wheel,Black,12.0,10.0
9295,45815070,14269.0,1249.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,48035.0,4.0,Automatic,Front,4,Left wheel,Red,12.0,7.0
9297,45768524,1490.0,640.0,FORD,Escape,Jeep,Yes,Petrol,2.0,131272.0,4.0,Automatic,Front,4,Left wheel,Blue,12.0,11.0
9298,45728530,47076.0,765.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,118366.0,4.0,Automatic,Front,4,Left wheel,White,4.0,9.0
9299,45769456,18503.0,531.0,MINI,Countryman,Jeep,Yes,Petrol,1.6,75000.0,4.0,Manual,Front,4,Left wheel,Blue,8.0,12.0
9301,45809192,41400.0,833.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.2,70003.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,9.0
9304,45789365,21326.0,1624.0,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,111111.0,8.0,Automatic,4x4,4,Left wheel,Black,0.0,15.0
9307,45776500,13172.0,1266.0,HONDA,FIT,Hatchback,Yes,Hybrid,1.5,60000.0,4.0,Automatic,Front,4,Right-hand drive,White,4.0,10.0
9308,45793090,6125.0,789.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.6,78712.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,15.0
9311,45793578,39201.0,1399.0,LEXUS,RX 450 HYBRID,Jeep,Yes,Hybrid,3.5,148250.0,4.0,Tiptronic,4x4,4,Left wheel,Black,12.0,14.0
9312,45809173,35808.0,784.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,37490.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,7.0
9314,45800730,19444.0,639.0,HYUNDAI,Elantra GT,Hatchback,Yes,Petrol,2.0,105000.0,4.0,Tiptronic,Front,4,Left wheel,Blue,7.0,10.0
9318,45803077,34340.0,765.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,31251.0,4.0,Automatic,Front,4,Left wheel,White,4.0,9.0
9319,45808951,19071.0,528.0,CHEVROLET,Aveo,Hatchback,Yes,Petrol,1.6,59295.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,10.0
9324,45793619,19444.0,333.0,FORD,C-MAX,Hatchback,Yes,Hybrid,2.0,50100.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,10.0
9328,45803081,33243.0,640.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,218280.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,11.0
9329,45770899,14113.0,308.0,TOYOTA,Prius,Jeep,Yes,Hybrid,1.8,339710.0,4.0,Automatic,Front,4,Left wheel,White,12.0,10.0
9330,45809028,5739.0,761.0,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.8,86382.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,14.0
9334,45730397,40926.0,831.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,54405.0,4.0,Automatic,Front,4,Left wheel,White,4.0,7.0
9338,43908515,19444.0,502.0,TOYOTA,Prius C ჰიბრიდი,Hatchback,No,Hybrid,1.5,11000.0,4.0,Variator,Front,4,Left wheel,Green,12.0,11.0
9340,45797664,20005.0,583.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,35951.0,4.0,Automatic,Front,4,Left wheel,Blue,4.0,13.0
9341,45805983,17249.0,585.0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,6500.0,4.0,Tiptronic,Front,4,Left wheel,Grey,12.0,11.0
9343,45726845,22947.0,640.0,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,92690.0,4.0,Automatic,Front,4,Left wheel,White,4.0,11.0
9344,45760890,2666.0,521.0,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,288778.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,13.0
9346,45732704,15681.0,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,317106.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,8.0
9347,44063688,13500.0,1505.0,TOYOTA,Prius V,Hatchback,No,Hybrid,1.8,51000.0,4.0,Automatic,Front,4,Right-hand drive,White,8.0,12.0
9348,45807042,5331.0,639.0,VOLKSWAGEN,Jetta,Sedan,Yes,Diesel,2.0,16856.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,10.0
9351,45651637,26657.0,919.0,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.0,271701.0,6.0,Automatic,4x4,4,Left wheel,White,12.0,12.0
9352,45797455,44517.0,1091.0,HYUNDAI,H1,Universal,Yes,Diesel,2.5,124708.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,8.0
9353,45572804,13172.0,1249.0,TOYOTA,Camry SPORT,Sedan,Yes,Petrol,2.5,60000.0,4.0,Tiptronic,Front,4,Left wheel,Black,12.0,7.0
9354,45808845,30417.0,528.0,FORD,Escape,Jeep,Yes,Petrol,1.6,70165.0,4.0,Automatic,Front,4,Left wheel,White,4.0,10.0
9357,45730592,9252.0,1273.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.7,56629.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,15.0
9358,45740475,25089.0,1399.0,MERCEDES-BENZ,ML 350 sport,Jeep,Yes,Petrol,3.5,126000.0,6.0,Automatic,4x4,4,Left wheel,Grey,9.0,14.0
9359,45801555,11563.0,687.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,130814.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,14.0
9362,45644400,11133.0,394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,179381.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,10.0
9365,45759978,22580.0,642.0,KIA,Optima,Sedan,Yes,Petrol,2.0,115000.0,4.0,Tiptronic,Front,4,Left wheel,White,8.0,12.0
9367,44295790,21950.0,1141.0,FORD,Transit,Microbus,No,Diesel,2.4,133000.0,4.0,Manual,4x4,4,Left wheel,White,2.0,15.0
9369,45654832,26657.0,919.0,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.0,271701.0,6.0,Automatic,4x4,4,Left wheel,White,12.0,12.0
9370,45729999,25889.0,629.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,103891.0,4.0,Automatic,Front,4,Left wheel,White,4.0,9.0
9372,45757137,26030.0,382.0,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.5,52062.0,4.0,Automatic,Front,4,Left wheel,Blue,0.0,7.0
9373,45725799,14966.0,836.0,SSANGYONG,Actyon,Sedan,Yes,Diesel,2.0,201935.0,4.0,Automatic,Front,4,Left wheel,White,4.0,14.0
9374,45662196,2274.0,247.0,HONDA,Insight,Hatchback,Yes,Hybrid,1.3,149970.0,4.0,Automatic,Front,4,Left wheel,Grey,0.0,10.0
9375,45732165,41632.0,891.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,150415.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
9377,45744711,5883.0,790.0,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.6,117685.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,15.0
9379,45812680,2038.0,738.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,71498.0,4.0,Automatic,Front,4,Left wheel,Red,12.0,7.0
9381,45764185,3293.0,832.0,TOYOTA,Tacoma,Jeep,Yes,Petrol,2.7,64994.0,4.0,Automatic,Rear,4,Left wheel,Grey,12.0,10.0
9383,45646353,5488.0,394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,109798.0,4.0,Automatic,Front,4,Left wheel,White,12.0,10.0
9384,45334829,16308.0,779.0,MAZDA,Mazda 6 Grand touring,Sedan,Yes,Petrol,2.5,125000.0,4.0,Tiptronic,Front,4,Left wheel,Grey,12.0,11.0
9389,45798009,15100.0,687.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,98578.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,14.0
9390,45804473,25591.0,639.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,251201.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,10.0
9391,45700887,21796.0,777.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,77803.0,4.0,Tiptronic,Front,4,Left wheel,Black,0.0,10.0
9392,45770548,7840.0,1236.0,HONDA,FIT,Hatchback,No,Hybrid,1.3,112000.0,4.0,Automatic,Front,4,Right-hand drive,Black,8.0,13.0
9394,45751955,7683.0,1051.0,HONDA,Accord,Sedan,Yes,Petrol,2.4,154854.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,8.0
9396,45815476,5018.0,934.0,LEXUS,IS 250,Sedan,Yes,Petrol,2.5,70154.0,6.0,Automatic,Rear,4,Left wheel,White,12.0,9.0
9402,45801511,23207.0,730.0,HYUNDAI,Elantra,Sedan,Yes,Diesel,1.6,33017.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
9405,45385047,14113.0,640.0,FORD,Focus,Sedan,Yes,Petrol,2.0,116800.0,4.0,Tiptronic,Front,4,Left wheel,Black,8.0,11.0
9406,44751589,25873.0,751.0,KIA,Sorento EX,Jeep,No,Petrol,2.4,107150.0,4.0,Automatic,Front,4,Left wheel,Carnelian red,6.0,11.0
9407,45719561,16935.0,586.0,HYUNDAI,Elantra LIMITED,Sedan,Yes,Petrol,1.8,97000.0,4.0,Tiptronic,Front,4,Left wheel,Brown,12.0,12.0
9408,45236941,33870.0,1091.0,TOYOTA,Camry SPORT PAKET,Sedan,Yes,Petrol,2.5,19000.0,4.0,Tiptronic,Front,4,Left wheel,Silver,12.0,8.0
9409,45797795,19121.0,531.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,103490.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,12.0
9410,45725879,15530.0,836.0,SSANGYONG,Actyon,Sedan,Yes,Diesel,2.0,146664.0,4.0,Automatic,Front,4,Left wheel,White,4.0,14.0
9411,45792360,26500.0,764.0,KIA,Optima,Sedan,Yes,Petrol,1.7,30157.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
9413,45801737,18240.0,583.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,154900.0,4.0,Automatic,Front,4,Left wheel,White,4.0,13.0
9414,45641225,2117.0,730.0,NISSAN,Juke,Jeep,Yes,Petrol,1.6,181997.0,4.0,Automatic,4x4,4,Left wheel,Black,0.0,8.0
9416,45664393,16621.0,915.0,BMW,X5,Jeep,Yes,Diesel,3.0,110715.0,6.0,Automatic,4x4,4,Left wheel,White,0.0,10.0
9419,45590479,13799.0,707.0,HONDA,Elysion,Minivan,Yes,Petrol,2.0,153000.0,4.0,Automatic,Front,4,Left wheel,Grey,8.0,13.0
9424,45766580,29793.0,1053.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,219030.0,6.0,Automatic,4x4,4,Left wheel,Black,12.0,10.0
9427,45768018,14740.0,1296.0,FORD,Transit,Microbus,No,Petrol,2.4,183000.0,6.0,Manual,Rear,4,Left wheel,Red,3.0,16.0
9428,45809262,32973.0,696.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.2,93170.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,11.0
9429,45729755,42667.0,730.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,23767.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,8.0
9430,45764459,1019.0,1537.0,TOYOTA,Highlander,Sedan,Yes,Hybrid,3.3,318358.0,6.0,Automatic,4x4,4,Left wheel,Black,12.0,15.0
9431,43719163,23050.0,586.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,172346.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,12.0
9432,45661665,3763.0,1018.0,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.0,290501.0,6.0,Automatic,4x4,4,Left wheel,Black,12.0,13.0
9433,45729790,42102.0,831.0,SSANGYONG,Actyon,Jeep,Yes,Petrol,1.6,50750.0,4.0,Automatic,Front,4,Left wheel,White,4.0,7.0
9434,45798447,18189.0,645.0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,204800.0,4.0,Automatic,Front,4,Left wheel,Silver,10.0,13.0
9436,45777550,10976.0,473.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,2000.0,4.0,Tiptronic,Front,4,Left wheel,Blue,12.0,10.0
9438,45797598,15329.0,1185.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,114985.0,4.0,Automatic,Front,4,Left wheel,Yellow,4.0,15.0
9439,45809329,39615.0,784.0,HONDA,FIT,Hatchback,Yes,Petrol,1.5,49000.0,4.0,Automatic,Front,4,Left wheel,White,4.0,7.0
9441,45732805,15257.0,836.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,205972.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,14.0
9442,45768658,5645.0,761.0,HONDA,Civic,Sedan,Yes,Petrol,1.8,88230.0,4.0,Automatic,Front,4,Left wheel,White,12.0,14.0
9446,42473094,11290.0,761.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,165779.0,4.0,Automatic,Front,4,Left wheel,Red,8.0,14.0
9447,45618923,10036.0,1267.0,TOYOTA,Aqua,Hatchback,No,Petrol,1.5,105200.0,4.0,Automatic,Front,4,Right-hand drive,Silver,4.0,11.0
9448,45730541,22357.0,707.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,190000.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,13.0
9449,45810568,19416.0,642.0,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,139633.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,12.0
9450,45474144,22266.0,1018.0,BMW,X5,Jeep,Yes,Diesel,3.0,208000.0,6.0,Tiptronic,4x4,4,Left wheel,Grey,10.0,13.0
9452,45816202,21953.0,640.0,BMW,328,Sedan,Yes,Petrol,2.0,201360.0,4.0,Tiptronic,Rear,4,Left wheel,Silver,6.0,11.0
9453,45797147,15608.0,966.0,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,52749.0,4.0,Automatic,Front,4,Left wheel,Blue,4.0,15.0
9454,45804211,45210.0,770.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,100184.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
9456,45802261,23436.0,777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,173490.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,10.0
9457,45750693,8781.0,1356.0,OPEL,Combo,Universal,No,CNG,1.6,167000.0,4.0,Manual,Front,2,Left wheel,White,2.0,19.0
9460,45751298,22580.0,1077.0,HYUNDAI,Tucson,Sedan,Yes,Petrol,2.0,31200.0,4.0,Automatic,4x4,4,Left wheel,Blue,12.0,5.0
9461,45757685,6429.0,980.0,TOYOTA,Corolla,Sedan,Yes,Petrol,1.8,78608.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,6.0
9466,45801875,13739.0,687.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,110000.0,4.0,Automatic,Front,4,Left wheel,White,4.0,14.0
9467,45646887,8154.0,919.0,BMW,X5,Jeep,Yes,Diesel,3.0,103458.0,6.0,Automatic,4x4,4,Left wheel,White,0.0,12.0
9468,45810970,1019.0,586.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,192683.0,4.0,Automatic,Front,4,Left wheel,White,12.0,12.0
9470,44937391,24462.0,900.0,HYUNDAI,Sonata SPORT,Sedan,Yes,Petrol,2.4,70296.0,4.0,Tiptronic,Front,4,Left wheel,White,12.0,9.0
9471,45339620,17876.0,645.0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,129000.0,4.0,Variator,Front,4,Left wheel,Grey,4.0,13.0
9472,45803991,15053.0,836.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,53232.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,14.0
9474,45765175,3450.0,1624.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,109139.0,6.0,Automatic,Rear,4,Left wheel,Black,12.0,15.0
9476,45801436,15035.0,528.0,HYUNDAI,Accent,Sedan,Yes,Diesel,1.6,181232.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,10.0
9477,45546246,7840.0,1599.0,CITROEN,Berlingo,Goods wagon,No,Diesel,1.9,190000.0,4.0,Manual,Front,4,Left wheel,Blue,2.0,22.0
9478,45809994,31211.0,501.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,20000.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,10.0
9479,45760017,4547.0,475.0,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,162190.0,4.0,Automatic,Front,4,Left wheel,Blue,0.0,12.0
9482,45793352,12858.0,551.0,CHEVROLET,Spark,Sedan,Yes,Petrol,1.0,28227.0,3.0,Automatic,Front,4,Left wheel,Black,4.0,7.0
9483,45797373,8097.0,1047.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,184297.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,17.0
9485,45333658,27598.0,1598.0,MERCEDES-BENZ,ML 280,Jeep,Yes,Diesel,3.0,218000.0,6.0,Automatic,4x4,4,Left wheel,Grey,8.0,16.0
9487,45767344,16621.0,1172.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,119379.0,6.0,Automatic,4x4,4,Left wheel,Silver,12.0,13.0
9488,45774471,18817.0,639.0,VOLKSWAGEN,Passat,Sedan,Yes,Diesel,2.0,211512.0,4.0,Tiptronic,Front,4,Left wheel,Black,0.0,10.0
9489,45802036,16753.0,836.0,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,191263.0,4.0,Automatic,Front,4,Left wheel,White,4.0,14.0
9490,45813709,9565.0,639.0,VOLKSWAGEN,Jetta,Sedan,Yes,Diesel,2.0,168637.0,4.0,Automatic,Front,4,Left wheel,Brown,0.0,10.0
9493,45522033,18503.0,585.0,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,1.8,86000.0,4.0,Tiptronic,Front,4,Left wheel,Blue,12.0,11.0
9494,45803135,11259.0,640.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,38853.0,4.0,Automatic,Front,4,Left wheel,White,4.0,11.0
9496,45642968,46101.0,891.0,BMW,328,Sedan,Yes,Petrol,2.0,23000.0,4.0,Tiptronic,Rear,4,Left wheel,Grey,12.0,8.0
9497,35108811,10976.0,1267.0,TOYOTA,Aqua,Hatchback,Yes,Hybrid,1.5,80000.0,4.0,Automatic,Front,4,Right-hand drive,Blue,4.0,11.0
9498,45803712,16151.0,707.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,53463.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,13.0
9502,45770238,3763.0,531.0,NISSAN,Juke,Jeep,Yes,Petrol,1.6,173576.0,4.0,Automatic,4x4,4,Left wheel,Red,0.0,12.0
9509,45726988,5175.0,781.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,121318.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,12.0
9510,45800545,18503.0,781.0,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,2.5,75000.0,5.0,Tiptronic,Front,4,Left wheel,Black,6.0,12.0
9511,45809420,19482.0,769.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.2,106000.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,13.0
9512,45801761,17158.0,583.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,157827.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,13.0
9514,45801510,20855.0,730.0,HYUNDAI,Elantra,Sedan,Yes,LPG,1.6,31780.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,8.0
9515,45772255,47042.0,891.0,AUDI,Q5,Jeep,Yes,Petrol,2.0,56240.0,4.0,Automatic,4x4,4,Left wheel,Grey,0.0,8.0
9516,45731403,27924.0,777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,174485.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,10.0
9517,45808774,8467.0,586.0,NISSAN,Versa,Hatchback,No,Petrol,1.8,165758.0,4.0,Automatic,Front,4,Left wheel,Black,10.0,12.0
9520,45771872,2901.0,843.0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.5,246629.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,16.0
9521,45786239,20385.0,586.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,59000.0,4.0,Automatic,Front,4,Left wheel,Black,10.0,12.0
9528,45800067,11604.0,640.0,SUZUKI,SX4,Jeep,No,Petrol,2.0,250000.0,4.0,Tiptronic,4x4,4,Left wheel,White,8.0,11.0
9529,45732746,10976.0,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,311337.0,4.0,Automatic,Front,4,Left wheel,White,4.0,9.0
